System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
18:52:01:004, 161160777915670,    1.549,    7.000,  500,   6.402,  10.367,   2.880,   5.120,   8.261,   2.295, 26,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:01:115, 161161054937587,    1.660,   14.000,  500,  16.057,  12.149,   3.375,  14.386,   9.858,   2.738, 27,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:01:243, 161161373241544,    1.788,    8.000, 3300,   9.711,  13.388,   3.719,   8.182,  10.901,   3.028, 26,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:01:369, 161161688370812,    1.914,   10.000,  600,   9.279,  14.559,   4.044,   7.707,  11.874,   3.298, 27,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:01:496, 161162004044788,    2.040,   12.000,  400,  11.246,  15.981,   4.439,   9.533,  13.080,   3.633, 28,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:01:670, 161162439764506,    2.215,   10.000, 2700,   7.468,  17.285,   4.801,   5.942,  14.117,   3.921, 27,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:01:781, 161162717659953,    2.326,    6.000,  500,   2.157,  17.525,   4.868,   1.014,  14.230,   3.953, 26,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:01:891, 161162992348726,    2.436,    7.000,  800,   3.678,  17.930,   4.981,   2.405,  14.495,   4.026, 26,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:02:011, 161163290189833,    2.556,    9.000,  500,   2.975,  18.285,   5.079,   1.770,  14.706,   4.085, 26,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:02:122, 161163566653135,    2.666,    8.000,  500,   4.046,  18.733,   5.204,   2.849,  15.022,   4.173, 26,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:02:237, 161163854024445,    2.781,    7.000, 2700,   4.765,  19.282,   5.356,   3.285,  15.400,   4.278, 26,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:02:339, 161164109294323,    2.884,    9.000, 4400,  12.446,  20.555,   5.710,  12.382,  16.666,   4.630, 28,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:02:443, 161164369555302,    2.988,   13.000, 1200,  21.053,  22.750,   6.319,  18.311,  18.576,   5.160, 27,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:02:545, 161164622808252,    3.089,   10.000, 4100,  20.330,  24.813,   6.892,  18.085,  20.411,   5.670, 27,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:02:661, 161164912393989,    3.205,    6.000,  400,   3.769,  25.250,   7.014,   2.707,  20.725,   5.757, 26,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:02:771, 161165188514632,    3.316,    8.000,  500,   4.939,  25.796,   7.166,   4.234,  21.193,   5.887, 27,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:02:879, 161165455573033,    3.423,   10.000, 4100,  21.658,  28.114,   7.809,  19.139,  23.241,   6.456, 27,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:02:981, 161165710495916,    3.525,   11.000, 4100,  23.516,  30.515,   8.476,  21.852,  25.473,   7.076, 28,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:03:084, 161165967109249,    3.628,   14.000, 4100,  20.768,  32.651,   9.070,  20.812,  27.612,   7.670, 28,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:03:187, 161166224801704,    3.731,   14.000, 4100,  20.514,  34.768,   9.658,  17.850,  29.455,   8.182, 29,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:03:295, 161166496026846,    3.840,    7.000,  500,   9.918,  35.846,   9.957,   7.824,  30.305,   8.418, 27,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:03:400, 161166758200099,    3.945,    9.000, 1200,   3.811,  36.246,  10.068,   2.527,  30.571,   8.492, 27,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:03:508, 161167027242278,    4.053,    8.000,  500,   3.177,  36.589,  10.164,   1.982,  30.784,   8.551, 27,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:03:619, 161167306293431,    4.165,    7.000,  400,   2.654,  36.886,  10.246,   1.483,  30.950,   8.597, 27,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:03:736, 161167596627800,    4.281,   20.000, 4100,   9.954,  38.043,  10.568,   8.402,  31.927,   8.869, 27,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:03:848, 161167876376818,    4.393,    7.000, 2700,  19.104,  40.185,  11.162,  17.524,  33.892,   9.414, 27,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:03:959, 161168152406606,    4.504,    8.000, 4100,  12.189,  41.533,  11.537,  10.420,  35.044,   9.734, 27,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:04:086, 161168468209374,    4.630,   15.000, 3100,  20.316,  44.103,  12.251,  18.596,  37.397,  10.388, 27,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:04:197, 161168746144789,    4.741,    4.000,  500,   5.553,  44.721,  12.423,   4.346,  37.881,  10.522, 27,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:04:313, 161169035529558,    4.857,    6.000,  800,   3.309,  45.105,  12.529,   2.040,  38.117,  10.588, 27,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:04:417, 161169295250846,    4.961,    9.000, 4100,   6.450,  45.776,  12.716,   4.925,  38.630,  10.730, 27,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:04:519, 161169548983492,    5.063,   10.000, 4100,  26.113,  48.431,  13.453,  24.391,  41.109,  11.419, 31,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
18:52:04:521, 161169556168715,    5.066,   38.000, 3300,   5.703,  48.447,  13.458,   0.000,  41.109,  11.419, 32,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 5.065931
Measured RDTSC Frequency (GHz) = 2.496

Cumulative Processor Energy_0 (Joules) = 48.447144
Cumulative Processor Energy_0 (mWh) = 13.457540
Average Processor Power_0 (Watt) = 9.563324

Cumulative IA Energy_0 (Joules) = 41.109131
Cumulative IA Energy_0 (mWh) = 11.419203
Average IA Power_0 (Watt) = 8.114822

Cumulative DRAM Energy_0 (Joules) = 0.000000
Cumulative DRAM Energy_0 (mWh) = 0.000000
Average DRAM Power_0 (Watt) = 0.000000
