System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
23:21:50:759, 258245989305128,    0.116,   32.000, 3300,  35.465,   4.128,   1.147,  32.777,   3.816,   1.060, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:51:114, 258246875939411,    0.472,   41.000, 3300,  32.885,  15.810,   4.392,  31.668,  15.065,   4.185, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:51:424, 258247649970030,    0.782,   28.000, 3300,  33.603,  26.231,   7.286,  30.624,  24.562,   6.823, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:52:250, 258249711715526,    1.608,   97.000, 3300,  33.971,  54.291,  15.081,  32.288,  51.232,  14.231, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:52:470, 258250259908275,    1.827,   45.000, 3300,  32.106,  61.342,  17.040,  28.471,  57.485,  15.968, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:52:609, 258250606666280,    1.966,   41.000, 3300,  33.336,  65.974,  18.326,  31.149,  61.812,  17.170, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:52:750, 258250959455426,    2.108,   41.000, 3300,  27.046,  69.796,  19.388,  24.909,  65.333,  18.148, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:52:905, 258251348663414,    2.264,   35.000, 3300,  29.658,  74.421,  20.673,  29.662,  69.958,  19.433, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:53:291, 258252311389681,    2.649,   59.000, 3300,  40.094,  89.886,  24.968,  36.919,  84.198,  23.388, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:53:462, 258252740715145,    2.821,   38.000, 3300,  35.111,  95.925,  26.646,  32.934,  89.863,  24.962, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:53:637, 258253174888474,    2.995,   42.000, 3300,  27.583, 100.723,  27.979,  25.472,  94.294,  26.193, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:53:905, 258253843003218,    3.263,   40.000, 3300,  32.675, 109.469,  30.408,  30.472, 102.450,  28.458, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:54:087, 258254298397272,    3.445,   36.000, 3300,  41.705, 117.078,  32.522,  39.412, 109.641,  30.456, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
