System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
23:19:59:200, 257967544623850,    0.164,   28.000, 3300,  34.483,   5.671,   1.575,  32.569,   5.356,   1.488, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:19:59:647, 257968660121774,    0.611,   36.000, 3300,  26.642,  17.577,   4.883,  25.594,  16.794,   4.665, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:00:145, 257969902234844,    1.109,   40.000, 3300,  34.617,  34.804,   9.668,  31.973,  32.705,   9.085, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:00:498, 257970784735296,    1.463,   59.000, 3300,  35.752,  47.445,  13.179,  33.634,  44.597,  12.388, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:00:672, 257971219579902,    1.637,   42.000, 3300,  32.611,  53.126,  14.757,  31.026,  50.002,  13.890, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:00:805, 257971551363659,    1.770,   33.000, 3300,  29.204,  57.008,  15.836,  26.455,  53.519,  14.866, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:01:030, 257972111568215,    1.994,   38.000, 3300,  29.664,  63.666,  17.685,  27.575,  59.708,  16.586, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:01:207, 257972552909184,    2.171,   37.000, 3300,  33.715,  69.627,  19.341,  31.443,  65.268,  18.130, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:01:402, 257973041515123,    2.367,   89.000, 3300,  60.721,  81.514,  22.643,  58.330,  76.686,  21.302, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:01:552, 257973416518603,    2.517,   54.000, 3300,  36.584,  87.010,  24.170,  34.212,  81.826,  22.730, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
