System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
23:20:22:657, 258026090642749,    0.625,   42.000, 3300,  35.283,  22.059,   6.127,  33.184,  20.746,   5.763, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:23:262, 258027602361239,    1.231,   57.000, 3300,  34.217,  42.782,  11.884,  32.112,  40.195,  11.165, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:23:536, 258028285788310,    1.505,   53.000, 3300,  28.644,  50.625,  14.063,  27.201,  47.643,  13.234, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:23:733, 258028777452691,    1.702,   39.000, 3300,  27.541,  56.050,  15.570,  24.664,  52.501,  14.584, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:23:885, 258029157337912,    1.854,   43.000, 3300,  42.500,  62.519,  17.366,  40.354,  58.643,  16.290, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:24:020, 258029493542966,    1.989,   30.000, 3300,  32.002,  66.829,  18.564,  30.038,  62.689,  17.414, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:24:231, 258030020392118,    2.200,   45.000, 3300,  38.977,  75.057,  20.849,  36.867,  70.471,  19.575, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:24:349, 258030315454564,    2.318,   33.000, 3300,  31.827,  78.819,  21.894,  29.553,  73.965,  20.546, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:24:490, 258030667933422,    2.459,   35.000, 3300,  39.213,  84.357,  23.432,  37.259,  79.226,  22.007, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:24:654, 258031077718910,    2.623,   33.000, 3300,  28.515,  89.038,  24.733,  26.467,  83.571,  23.214, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:24:852, 258031570775506,    2.821,   33.000, 3300,  25.888,  94.152,  26.153,  23.787,  88.270,  24.520, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:24:995, 258031929013549,    2.964,   41.000, 3300,  39.352,  99.800,  27.722,  37.089,  93.594,  25.998, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:25:138, 258032284700815,    3.107,   36.000, 3300,  45.405, 106.270,  29.520,  43.248,  99.757,  27.710, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:25:351, 258032817880854,    3.320,   38.000, 3300,  37.353, 114.250,  31.736,  35.228, 107.282,  29.800, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:25:530, 258033263700317,    3.499,   40.000, 3300,  34.439, 120.401,  33.445,  32.256, 113.043,  31.401, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:25:688, 258033658651002,    3.657,   38.000, 3300,  36.356, 126.153,  35.043,  34.046, 118.430,  32.897, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:25:845, 258034050404050,    3.814,   63.000, 3300,  50.544, 134.086,  37.246,  48.111, 125.982,  34.995, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:25:963, 258034342844993,    3.931,   37.000, 3300,  37.017, 138.423,  38.451,  34.961, 130.078,  36.133, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:26:125, 258034747548361,    4.093,   36.000, 3300,  33.379, 143.835,  39.954,  31.222, 135.140,  37.539, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:26:313, 258035218511055,    4.282,   34.000, 3300,  33.838, 150.220,  41.728,  31.640, 141.110,  39.197, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:26:580, 258035884823096,    4.549,   58.000, 3300,  35.911, 159.807,  44.391,  33.547, 150.065,  41.685, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:26:791, 258036411438771,    4.760,   39.000, 3300,  34.247, 167.032,  46.398,  32.173, 156.854,  43.570, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:26:961, 258036833634260,    4.929,   30.000, 3300,  26.818, 171.569,  47.658,  26.358, 161.312,  44.809, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:27:300, 258037679911557,    5.268,   56.000, 3300,  35.251, 183.521,  50.978,  32.138, 172.208,  47.836, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:20:27:336, 258037770272247,    5.305,   40.000, 3300,  42.537, 185.061,  51.406,  54.085, 174.167,  48.380, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 5.304521
Measured RDTSC Frequency (GHz) = 2.496

Cumulative Processor Energy_0 (Joules) = 185.060547
Cumulative Processor Energy_0 (mWh) = 51.405707
Average Processor Power_0 (Watt) = 34.887322

Cumulative IA Energy_0 (Joules) = 174.166504
Cumulative IA Energy_0 (mWh) = 48.379584
Average IA Power_0 (Watt) = 32.833594

Cumulative DRAM Energy_0 (Joules) = 0.000000
Cumulative DRAM Energy_0 (mWh) = 0.000000
Average DRAM Power_0 (Watt) = 0.000000
