System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
23:22:35:372, 258357342794512,    1.062,   85.000, 3300,  36.787,  39.082,  10.856,  34.669,  36.832,  10.231, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:35:665, 258358072840452,    1.355,   44.000, 3300,  35.254,  49.394,  13.720,  33.142,  46.526,  12.924, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:35:863, 258358571447422,    1.555,   52.000, 3300,  33.408,  56.067,  15.574,  31.228,  52.764,  14.657, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:35:994, 258358893782266,    1.684,   41.000, 3300,  29.812,  59.917,  16.644,  27.659,  56.336,  15.649, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:36:138, 258359253403187,    1.828,   42.000, 3300,  45.752,  66.509,  18.475,  43.413,  62.591,  17.386, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:36:431, 258359985426141,    2.121,   43.000, 3300,  39.599,  78.122,  21.701,  37.290,  73.527,  20.424, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:36:634, 258360492150406,    2.324,   42.000, 3300,  39.683,  86.179,  23.939,  37.538,  81.148,  22.541, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:36:742, 258360762206808,    2.432,   32.000, 3300,  37.054,  90.188,  25.052,  34.829,  84.916,  23.588, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:37:154, 258361790380301,    2.844,   37.000, 3300,  37.252, 105.533,  29.315,  35.129,  99.387,  27.608, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:37:451, 258362531848228,    3.141,   40.000, 3300,  34.250, 115.707,  32.141,  32.247, 108.966,  30.268, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:37:772, 258363333156860,    3.462,   56.000, 3300,  43.732, 129.747,  36.041,  41.366, 122.246,  33.957, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:38:015, 258363939162543,    3.705,   35.000, 3300,  24.425, 135.677,  37.688,  22.410, 127.687,  35.469, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:38:265, 258364562785745,    3.955,   33.000, 3300,  24.755, 141.862,  39.406,  22.731, 133.366,  37.046, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:38:471, 258365077380716,    4.161,   32.000, 3300,  28.587, 147.755,  41.043,  26.561, 138.842,  38.567, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:38:935, 258366234794201,    4.625,   35.000, 3300,  24.939, 159.320,  44.256,  22.898, 149.460,  41.517, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:39:149, 258366768834071,    4.839,   38.000, 3300,  38.542, 167.566,  46.546,  36.271, 157.221,  43.672, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:39:521, 258367697609407,    5.211,   46.000, 3300,  39.120, 182.123,  50.590,  36.888, 170.947,  47.485, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:39:568, 258367816481265,    5.259,   61.000, 3300,  37.703, 183.919,  51.089,  35.390, 172.633,  47.953, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 5.258574
Measured RDTSC Frequency (GHz) = 2.496

Cumulative Processor Energy_0 (Joules) = 183.918945
Cumulative Processor Energy_0 (mWh) = 51.088596
Average Processor Power_0 (Watt) = 34.975062

Cumulative IA Energy_0 (Joules) = 172.632568
Cumulative IA Energy_0 (mWh) = 47.953491
Average IA Power_0 (Watt) = 32.828781

Cumulative DRAM Energy_0 (Joules) = 0.000000
Cumulative DRAM Energy_0 (mWh) = 0.000000
Average DRAM Power_0 (Watt) = 0.000000
