System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
23:21:27:961, 258189086721056,    0.182,   26.000, 3300,  31.707,   5.784,   1.607,  29.736,   5.425,   1.507, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:28:289, 258189907821663,    0.511,   40.000, 3300,  30.255,  15.737,   4.371,  28.337,  14.747,   4.096, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:28:570, 258190606219945,    0.791,   28.000, 3300,  28.753,  23.782,   6.606,  28.401,  22.693,   6.304, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:29:249, 258192302447792,    1.471,   67.000, 3300,  33.195,  46.341,  12.872,  30.542,  43.449,  12.069, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:29:450, 258192804782359,    1.672,   38.000, 3300,  32.896,  52.961,  14.711,  30.914,  49.671,  13.797, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:29:591, 258193158363494,    1.814,   34.000, 3300,  34.745,  57.883,  16.079,  32.643,  54.295,  15.082, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:29:733, 258193512916634,    1.956,   63.000, 3300,  40.254,  63.601,  17.667,  38.011,  59.694,  16.582, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:29:878, 258193873830733,    2.100,   35.000, 3300,  29.006,  67.795,  18.832,  26.938,  63.589,  17.664, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:30:042, 258194282309864,    2.264,   32.000, 3300,  30.103,  72.722,  20.201,  29.916,  68.485,  19.024, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:21:30:296, 258194918433677,    2.519,   43.000, 3300,  30.925,  80.603,  22.390,  27.605,  75.521,  20.978, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
