System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
13:17:03:431, 6604258972249,    0.105,   30.000, 4100,  37.755,   3.982,   1.106,  35.585,   3.753,   1.042, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:03:696, 6604918712694,    0.370,   41.000, 4100,  48.056,  16.684,   4.634,  45.922,  15.891,   4.414, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:03:945, 6605542477223,    0.620,   41.000, 4100,  49.241,  28.989,   8.053,  47.108,  27.664,   7.684, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:04:147, 6606044547575,    0.821,   50.000, 4100,  55.269,  40.107,  11.141,  55.076,  38.742,  10.762, 44,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:04:287, 6606394882590,    0.961,   26.000, 4100,  42.116,  46.018,  12.783,  37.447,  43.998,  12.222, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:04:411, 6606705091880,    1.085,   29.000, 4100,  47.272,  51.893,  14.415,  49.247,  50.119,  13.922, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:04:535, 6607012720128,    1.209,   28.000, 4100,  40.859,  56.929,  15.814,  34.927,  54.423,  15.118, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:04:643, 6607282290835,    1.317,   24.000, 4100,  32.621,  60.452,  16.792,  32.425,  57.925,  16.090, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:04:752, 6607554140093,    1.426,   23.000, 4100,  40.353,  64.847,  18.013,  36.749,  61.928,  17.202, 33,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:04:861, 6607826424886,    1.535,   27.000, 4100,  41.225,  69.344,  19.262,  39.130,  66.196,  18.388, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:04:972, 6608103296065,    1.646,   24.000, 4100,  53.260,  75.252,  20.903,  51.387,  71.897,  19.971, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:05:079, 6608372112030,    1.753,   27.000, 4100,  42.719,  79.853,  22.181,  40.819,  76.293,  21.192, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:05:203, 6608680243225,    1.877,   30.000, 4100,  33.056,  83.934,  23.315,  30.854,  80.102,  22.250, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:05:327, 6608989177611,    2.001,   32.000, 4100,  35.004,  88.266,  24.518,  32.976,  84.183,  23.384, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:05:451, 6609299147636,    2.125,   32.000, 4100,  36.071,  92.746,  25.763,  37.785,  88.876,  24.688, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:05:559, 6609569964045,    2.233,   29.000, 4100,  51.825,  98.369,  27.325,  45.305,  93.791,  26.053, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:05:668, 6609842354332,    2.342,   27.000, 3300,  35.842, 102.280,  28.411,  33.812,  97.481,  27.078, 34,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:05:779, 6610117685253,    2.453,   43.000, 4100,  51.551, 107.967,  29.991,  49.204, 102.909,  28.586, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:05:919, 6610467768095,    2.593,   31.000, 4100,  46.644, 114.509,  31.808,  44.503, 109.151,  30.320, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:06:027, 6610738725399,    2.702,   27.000, 4100,  31.093, 117.884,  32.746,  31.786, 112.601,  31.278, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:06:151, 6611047268026,    2.825,   32.000, 4100,  37.488, 122.518,  34.033,  33.005, 116.681,  32.411, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:06:260, 6611319775840,    2.934,   39.000, 4100,  52.888, 128.293,  35.637,  50.646, 122.211,  33.947, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:06:384, 6611629491946,    3.058,   38.000, 4100,  48.805, 134.349,  37.319,  46.789, 128.016,  35.560, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:06:494, 6611902359957,    3.168,   29.000, 4100,  28.487, 137.463,  38.184,  26.438, 130.907,  36.363, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:06:617, 6612210972132,    3.291,   39.000, 4100,  52.611, 143.968,  39.991,  50.401, 137.138,  38.094, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:06:727, 6612483744655,    3.401,   29.000, 4100,  46.024, 148.997,  41.388,  44.094, 141.957,  39.433, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
