System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
13:16:48:882, 6567943850707,    0.117,   29.000, 4100,  43.316,   5.076,   1.410,  43.707,   5.121,   1.423, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:49:254, 6568871623919,    0.489,   30.000,  700,  45.814,  22.105,   6.140,  42.998,  21.104,   5.862, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:49:470, 6569410617608,    0.705,   32.000, 4100,  39.553,  30.646,   8.513,  37.559,  29.214,   8.115, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:49:578, 6569680695996,    0.813,   20.000, 4100,  39.363,  34.905,   9.696,  38.347,  33.364,   9.268, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:49:733, 6570068067963,    0.968,   18.000, 4100,  34.887,  40.319,  11.200,  32.444,  38.399,  10.666, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:49:841, 6570338351663,    1.077,   18.000, 4100,  23.697,  42.885,  11.913,  21.893,  40.770,  11.325, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:49:950, 6570609515544,    1.185,   33.000, 4100,  51.262,  48.455,  13.460,  49.063,  46.100,  12.806, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:50:089, 6570956347983,    1.324,   44.000, 4100,  49.311,  55.307,  15.363,  47.108,  52.646,  14.624, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:50:211, 6571261095271,    1.446,   34.000, 4100,  57.351,  62.309,  17.308,  55.144,  59.379,  16.494, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:50:368, 6571652617112,    1.603,   73.000, 4100,  58.623,  71.504,  19.862,  56.096,  68.178,  18.938, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:50:539, 6572079999605,    1.774,   57.000, 4100,  44.459,  79.117,  21.977,  42.184,  75.401,  20.945, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:50:662, 6572387171749,    1.897,   40.000, 4100,  44.284,  84.567,  23.491,  41.897,  80.557,  22.377, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:50:847, 6572847435079,    2.082,   35.000, 4100,  44.218,  92.721,  25.756,  42.047,  88.310,  24.531, 33,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:50:956, 6573119975779,    2.191,   31.000, 4100,  49.686,  98.146,  27.263,  47.383,  93.484,  25.968, 33,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:51:095, 6573466098250,    2.330,   35.000, 4100,  35.904, 103.125,  28.646,  33.768,  98.167,  27.269, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:51:219, 6573776247115,    2.454,   25.000, 4100,  37.177, 107.744,  29.929,  35.062, 102.524,  28.479, 34,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:51:343, 6574085882524,    2.578,   12.000, 4100,  25.432, 110.899,  30.805,  23.800, 105.476,  29.299, 32,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:51:451, 6574355233246,    2.686,    9.000, 4100,  19.653, 113.020,  31.394,  18.027, 107.421,  29.839, 33,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:51:559, 6574626882999,    2.795,   10.000, 4100,  22.343, 115.451,  32.070,  20.544, 109.657,  30.460, 30,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:51:669, 6574899004437,    2.904,   12.000, 4100,  24.682, 118.142,  32.817,  22.866, 112.150,  31.153, 30,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:51:777, 6575170180889,    3.012,    9.000, 4100,  22.788, 120.618,  33.505,  21.108, 114.443,  31.790, 32,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:51:886, 6575442036047,    3.121,   10.000, 4100,  35.087, 124.440,  34.567,  33.213, 118.061,  32.795, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:51:996, 6575715503858,    3.231,   12.000, 4100,  30.496, 127.781,  35.495,  28.910, 121.228,  33.675, 34,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:52:106, 6575989908975,    3.341,   15.000, 4100,  25.353, 130.568,  36.269,  26.967, 124.193,  34.498, 32,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:52:215, 6576262473240,    3.450,   28.000, 4100,  39.915, 134.927,  37.480,  34.370, 127.946,  35.541, 33,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:52:322, 6576530574341,    3.557,   30.000, 4100,  32.416, 138.409,  38.447,  34.566, 131.659,  36.572, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:52:432, 6576804598396,    3.667,   30.000, 4100,  53.143, 144.243,  40.067,  46.979, 136.817,  38.005, 34,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:52:556, 6577115466131,    3.792,   23.000, 4100,  45.477, 149.907,  41.641,  43.581, 142.244,  39.512, 34,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:52:665, 6577386831936,    3.900,   22.000, 4100,  42.106, 154.485,  42.912,  40.229, 146.618,  40.727, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:52:773, 6577656679403,    4.009,   19.000, 4100,  41.194, 158.938,  44.150,  39.399, 150.878,  41.910, 32,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:52:882, 6577927441584,    4.117,   17.000, 4100,  32.869, 162.504,  45.140,  33.397, 154.500,  42.917, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
