System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
23:22:10:318, 258294807779231,    0.989,   56.000, 3300,  28.793,  28.465,   7.907,  26.821,  26.515,   7.365, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:10:789, 258295983429717,    1.460,   65.000, 3300,  37.533,  46.143,  12.818,  35.376,  43.178,  11.994, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:10:983, 258296467849387,    1.654,   80.000, 3300,  48.560,  55.568,  15.436,  46.184,  52.141,  14.484, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:11:233, 258297092942412,    1.904,   42.000, 3300,  37.614,  64.988,  18.052,  35.367,  60.998,  16.944, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:11:380, 258297458421156,    2.051,   46.000, 3300,  32.206,  69.704,  19.362,  29.927,  65.380,  18.161, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:11:519, 258297806937195,    2.190,   43.000, 3300,  34.434,  74.512,  20.698,  32.168,  69.872,  19.409, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:11:687, 258298227681879,    2.359,   45.000, 3300,  47.085,  82.449,  22.902,  44.799,  77.424,  21.507, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:11:879, 258298705036735,    2.550,   40.000, 3300,  44.991,  91.053,  25.293,  42.764,  85.602,  23.778, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:12:041, 258299110295676,    2.712,   37.000, 3300,  29.441,  95.833,  26.620,  27.147,  90.010,  25.003, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:12:646, 258300619789937,    3.317,   44.000, 3300,  36.415, 117.856,  32.738,  34.228, 110.710,  30.753, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:12:832, 258301085236146,    3.504,   28.000, 3300,  25.513, 122.613,  34.059,  23.453, 115.083,  31.968, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:13:046, 258301619230407,    3.718,   43.000, 3300,  26.527, 128.289,  35.636,  24.509, 120.327,  33.424, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:13:798, 258303496097777,    4.469,   29.000, 3300,  33.784, 153.693,  42.692,  31.581, 144.074,  40.021, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:14:022, 258304053185476,    4.693,   35.000, 3300,  28.465, 160.046,  44.457,  26.454, 149.978,  41.661, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:14:219, 258304545135147,    4.890,   30.000, 3300,  23.181, 164.615,  45.726,  22.679, 154.448,  42.902, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:14:455, 258305135002153,    5.126,   31.000, 3300,  27.268, 171.059,  47.516,  23.926, 160.102,  44.473, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:22:14:541, 258305349418594,    5.212,   33.000, 3300,  27.693, 173.438,  48.177,  25.606, 162.302,  45.084, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 5.212012
Measured RDTSC Frequency (GHz) = 2.496

Cumulative Processor Energy_0 (Joules) = 173.437500
Cumulative Processor Energy_0 (mWh) = 48.177083
Average Processor Power_0 (Watt) = 33.276497

Cumulative IA Energy_0 (Joules) = 162.302002
Cumulative IA Energy_0 (mWh) = 45.083889
Average IA Power_0 (Watt) = 31.139991

Cumulative DRAM Energy_0 (Joules) = 0.000000
Cumulative DRAM Energy_0 (mWh) = 0.000000
Average DRAM Power_0 (Watt) = 0.000000
