System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
13:17:30:470, 6671747194414,    0.121,   51.000, 4100,  40.887,   4.948,   1.374,  38.630,   4.675,   1.298, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:30:593, 6672055706382,    0.245,   81.000, 4100,  64.944,  12.975,   3.604,  62.391,  12.386,   3.441, 45,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:30:762, 6672475550192,    0.413,   84.000, 3300,  77.715,  26.047,   7.235,  75.269,  25.047,   6.957, 44,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:30:901, 6672822501793,    0.552,   68.000, 4100,  53.849,  33.532,   9.314,  51.541,  32.211,   8.948, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:31:010, 6673095751319,    0.661,   48.000, 4100,  48.732,  38.867,  10.796,  46.579,  37.311,  10.364, 44,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:31:150, 6673445605315,    0.801,   65.000, 4100,  52.464,  46.221,  12.839,  50.123,  44.336,  12.316, 43,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:31:259, 6673717836736,    0.911,   44.000, 4100,  53.223,  52.026,  14.452,  53.572,  50.179,  13.939, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:31:368, 6673988152133,    1.019,   42.000, 4100,  47.270,  57.145,  15.874,  42.342,  54.765,  15.212, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:31:523, 6674376720152,    1.175,   70.000, 4100,  50.688,  65.036,  18.065,  52.124,  62.879,  17.466, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:31:650, 6674692472327,    1.301,   53.000, 4100,  52.917,  71.730,  19.925,  45.860,  68.681,  19.078, 43,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:31:774, 6675003116332,    1.425,   54.000, 4100,  56.587,  78.773,  21.881,  54.144,  75.419,  20.950, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:31:913, 6675349561736,    1.564,   59.000, 4100,  51.828,  85.966,  23.880,  49.474,  82.286,  22.857, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:32:038, 6675662148317,    1.689,   60.000, 4100,  49.352,  92.147,  25.596,  46.980,  88.170,  24.492, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:32:162, 6675971125276,    1.813,   49.000, 4100,  39.476,  97.034,  26.954,  37.124,  92.765,  25.768, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:32:287, 6676282516305,    1.938,   55.000, 4100,  58.595, 104.344,  28.984,  56.147,  99.770,  27.714, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:32:428, 6676635214373,    2.079,   52.000, 4100,  60.161, 112.845,  31.346,  57.895, 107.951,  29.986, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:32:568, 6676983117466,    2.219,   32.000, 4100,  40.409, 118.477,  32.910,  38.459, 113.311,  31.475, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:32:691, 6677291417954,    2.342,   41.000, 4100,  56.356, 125.438,  34.844,  54.852, 120.087,  33.357, 34,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:32:798, 6677558797527,    2.449,   17.000, 4100,  28.664, 128.509,  35.697,  26.214, 122.895,  34.137, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:32:907, 6677829319684,    2.558,   14.000, 4100,  35.290, 132.333,  36.759,  35.432, 126.735,  35.204, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
