System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
20:16:59:799, 230565274523846,    0.113,   33.000, 4100,  46.756,   5.263,   1.462,  44.703,   5.032,   1.398, 44,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:16:59:999, 230565774257175,    0.313,   46.000, 4100,  39.174,  13.106,   3.641,  37.103,  12.461,   3.461, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:17:00:110, 230566050428356,    0.423,   25.000, 4100,  29.604,  16.382,   4.550,  27.796,  15.536,   4.316, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:17:00:219, 230566324518509,    0.533,   35.000, 4100,  36.908,  20.435,   5.676,  34.799,  19.357,   5.377, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:17:00:344, 230566634624408,    0.657,   44.000, 4100,  44.232,  25.930,   7.203,  42.027,  24.579,   6.827, 42,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:17:00:451, 230566902735418,    0.765,   25.000, 3300,  48.202,  31.108,   8.641,  46.544,  29.578,   8.216, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:17:00:574, 230567208344279,    0.887,   36.000, 4100,  42.605,  36.324,  10.090,  40.491,  34.536,   9.593, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:17:00:697, 230567516718375,    1.011,   21.000, 4100,  36.125,  40.787,  11.330,  35.836,  38.964,  10.823, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:17:00:805, 230567784828251,    1.118,   18.000, 4100,  29.798,  43.988,  12.219,  26.318,  41.791,  11.608, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:17:00:930, 230568097767186,    1.244,   18.000, 4100,  29.730,  47.716,  13.254,  27.962,  45.296,  12.582, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:17:01:037, 230568365615377,    1.351,   21.000, 4100,  32.516,  51.205,  14.224,  30.592,  48.579,  13.494, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:17:01:164, 230568680615067,    1.477,   28.000, 4100,  39.928,  56.244,  15.623,  37.947,  53.368,  14.824, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:17:01:274, 230568955921540,    1.587,   30.000, 4100,  41.743,  60.848,  16.902,  40.431,  57.828,  16.063, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:17:01:427, 230569338012148,    1.741,   41.000, 4100,  39.585,  66.908,  18.586,  36.886,  63.474,  17.632, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:17:01:581, 230569723316245,    1.895,   52.000, 4100,  46.464,  74.080,  20.578,  44.175,  70.293,  19.526, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:17:01:707, 230570036537782,    2.020,   29.000, 3300,  31.700,  78.058,  21.683,  29.847,  74.039,  20.566, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:17:01:831, 230570344892699,    2.144,   31.000, 4100,  48.383,  84.036,  23.343,  46.273,  79.755,  22.154, 44,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:17:01:939, 230570616706826,    2.253,   53.000, 4100,  43.379,  88.760,  24.655,  41.333,  84.257,  23.405, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:17:02:077, 230570960803132,    2.391,   28.000, 4100,  34.875,  93.567,  25.991,  33.061,  88.814,  24.671, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
