System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
13:16:56:836, 6587796984854,    0.106,   40.000, 4100,  54.570,   5.806,   1.613,  52.464,   5.581,   1.550, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:57:162, 6588611470138,    0.433,   31.000, 3300,  45.220,  20.562,   5.712,  43.035,  19.624,   5.451, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:57:409, 6589227292703,    0.679,   46.000, 4100,  51.628,  33.300,   9.250,  49.545,  31.848,   8.847, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:57:566, 6589619149481,    0.836,   37.000, 4100,  40.156,  39.604,  11.001,  38.105,  37.831,  10.509, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:57:705, 6589965124196,    0.975,   31.000, 4100,  32.689,  44.135,  12.260,  30.731,  42.090,  11.692, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:57:814, 6590238953294,    1.085,   30.000, 4100,  46.929,  49.283,  13.690,  44.900,  47.016,  13.060, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:57:921, 6590506427160,    1.192,   28.000, 4100,  45.968,  54.209,  15.058,  43.956,  51.727,  14.368, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:58:028, 6590773361572,    1.299,   30.000, 4100,  27.806,  57.183,  15.884,  25.660,  54.471,  15.131, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:58:154, 6591085861887,    1.424,   38.000, 4000,  37.735,  61.908,  17.197,  35.634,  58.932,  16.370, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:58:277, 6591393869675,    1.547,   45.000, 4100,  48.039,  67.836,  18.843,  45.708,  64.573,  17.937, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:58:403, 6591707182460,    1.673,   31.000, 4100,  29.001,  71.476,  19.854,  27.044,  67.967,  18.880, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:58:511, 6591978705933,    1.782,   15.000, 4100,  33.123,  75.079,  20.855,  31.369,  71.380,  19.828, 34,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:58:620, 6592250565921,    1.891,   17.000, 4100,  22.750,  77.557,  21.544,  21.031,  73.670,  20.464, 32,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:58:726, 6592515264118,    1.997,   16.000, 4100,  36.065,  81.382,  22.606,  34.166,  77.294,  21.470, 34,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
