System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
13:16:40:975, 6548208778154,    0.120,   43.000, 4100,  38.907,   4.655,   1.293,  36.633,   4.383,   1.217, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:41:114, 6548555587856,    0.259,   65.000, 4100,  53.211,  12.048,   3.347,  55.309,  12.068,   3.352, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:41:222, 6548824789622,    0.366,   36.000, 3300,  57.677,  18.269,   5.075,  49.905,  17.450,   4.847, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:41:377, 6549212245369,    0.522,   40.000, 3300,  53.789,  26.619,   7.394,  51.616,  25.462,   7.073, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:41:624, 6549827364897,    0.768,   45.000, 4100,  51.359,  39.276,  10.910,  49.201,  37.588,  10.441, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:41:733, 6550099181657,    0.877,   23.000, 4100,  37.081,  43.314,  12.032,  35.175,  41.418,  11.505, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:41:857, 6550408525024,    1.001,   22.000, 4100,  37.203,  47.924,  13.312,  35.314,  45.795,  12.721, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:41:966, 6550681744699,    1.110,   23.000, 4100,  43.132,  52.646,  14.624,  41.201,  50.305,  13.974, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:42:075, 6550954288996,    1.220,   26.000, 4100,  33.408,  56.294,  15.637,  31.377,  53.731,  14.925, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:42:200, 6551264659832,    1.344,   31.000, 4100,  34.889,  60.632,  16.842,  32.867,  57.818,  16.061, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:42:324, 6551574329266,    1.468,   26.000, 4100,  37.231,  65.251,  18.125,  35.319,  62.200,  17.278, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:42:448, 6551883708678,    1.592,   25.000, 4100,  34.658,  69.547,  19.319,  32.616,  66.242,  18.401, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:42:571, 6552190139232,    1.715,   26.000, 4100,  36.984,  74.088,  20.580,  36.641,  70.741,  19.650, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:42:678, 6552459094037,    1.822,   26.000, 4100,  43.936,  78.822,  21.895,  40.231,  75.076,  20.854, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:42:787, 6552731446891,    1.932,   29.000, 4100,  40.637,  83.256,  23.127,  38.845,  79.315,  22.032, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:42:897, 6553004458918,    2.041,   30.000, 4100,  36.804,  87.282,  24.245,  34.592,  83.098,  23.083, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:43:020, 6553312646549,    2.164,   31.000, 4100,  43.438,  92.645,  25.735,  41.530,  88.226,  24.507, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:43:128, 6553582581748,    2.273,   20.000, 4100,  31.349,  96.035,  26.676,  29.504,  91.417,  25.394, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:43:236, 6553852404091,    2.381,   38.000, 4100,  62.575, 102.800,  28.555,  60.182,  97.923,  27.201, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:43:378, 6554206526065,    2.523,   37.000, 4100,  47.785, 109.579,  30.439,  46.117, 104.465,  29.018, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:43:488, 6554480024068,    2.632,   29.000, 4100,  31.730, 113.056,  31.404,  29.256, 107.671,  29.909, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:43:628, 6554830986170,    2.773,   38.000, 4100,  45.435, 119.445,  33.179,  43.282, 113.757,  31.599, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:43:736, 6555098640282,    2.880,   55.000, 3300,  46.375, 124.418,  34.560,  44.142, 118.491,  32.914, 42,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:43:847, 6555375588138,    2.991,   21.000, 4100,  37.992, 128.633,  35.731,  36.110, 122.497,  34.027, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:43:955, 6555645201215,    3.099,   29.000, 4100,  39.809, 132.933,  36.926,  41.315, 126.960,  35.267, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:44:108, 6556028670279,    3.253,   30.000, 4100,  42.390, 139.446,  38.735,  37.690, 132.750,  36.875, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:44:218, 6556301517773,    3.362,   27.000, 4100,  30.084, 142.734,  39.648,  28.095, 135.822,  37.728, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:44:343, 6556613666515,    3.487,   25.000, 4100,  42.859, 148.094,  41.137,  40.740, 140.916,  39.143, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:44:467, 6556923666000,    3.611,   32.000, 4100,  39.491, 152.999,  42.500,  37.568, 145.582,  40.440, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:44:575, 6557194536624,    3.720,   14.000, 4100,  25.453, 155.761,  43.267,  23.604, 148.144,  41.151, 34,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:44:686, 6557469748461,    3.830,   18.000, 4100,  29.937, 159.062,  44.184,  28.098, 151.242,  42.012, 31,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:16:44:794, 6557741356681,    3.939,   20.000, 4100,  23.544, 161.624,  44.896,  24.683, 153.928,  42.758, 33,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
