System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
16:39:19:230, 197966247599595,    0.108,   88.000, 4100,  58.010,   6.247,   1.735,  55.324,   5.957,   1.655, 49,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:19:353, 197966556975296,    0.232,   98.000, 4100,  68.666,  14.758,   4.099,  66.052,  14.144,   3.929, 49,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:19:462, 197966828354975,    0.340,   89.000, 4100,  66.275,  21.964,   6.101,  63.601,  21.059,   5.850, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:19:601, 197967174765900,    0.479,   99.000, 4100,  67.224,  31.293,   8.693,  64.624,  30.028,   8.341, 49,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:19:724, 197967481007512,    0.602,   85.000, 4100,  65.561,  39.337,  10.927,  62.806,  37.734,  10.482, 49,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:19:849, 197967792765702,    0.727,   98.000, 3300,  68.827,  47.934,  13.315,  66.085,  45.989,  12.775, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:19:957, 197968063270406,    0.835,   86.000, 4100,  63.774,  54.845,  15.235,  60.775,  52.575,  14.604, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:20:081, 197968373248218,    0.959,   92.000, 4100,  87.204,  65.675,  18.243,  84.753,  63.101,  17.528, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:20:206, 197968683147439,    1.083,   86.000, 4100,  67.744,  74.086,  20.580,  65.012,  71.172,  19.770, 49,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:20:315, 197968956372202,    1.193,   84.000, 3300,  83.073,  83.180,  23.106,  80.354,  79.968,  22.213, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:20:423, 197969227063701,    1.301,   83.000, 4100,  69.665,  90.735,  25.204,  69.440,  87.499,  24.305, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:20:532, 197969496873484,    1.409,   85.000, 4100,  59.445,  97.161,  26.989,  54.274,  93.366,  25.935, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:20:641, 197969769389799,    1.519,   84.000, 4100,  75.233, 105.375,  29.271,  72.340, 101.264,  28.129, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:20:750, 197970042144518,    1.628,   86.000, 3300,  66.480, 112.640,  31.289,  63.811, 108.237,  30.066, 49,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:20:859, 197970313747705,    1.737,   89.000, 4100,  85.886, 121.985,  33.885,  83.425, 117.315,  32.588, 49,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:20:985, 197970628536936,    1.863,   95.000, 4100,  92.400, 133.638,  37.122,  89.577, 128.612,  35.726, 49,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:21:110, 197970939954147,    1.988,   93.000, 4100,  67.992, 142.122,  39.478,  65.266, 136.755,  37.988, 47,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
