System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
20:05:10:334, 190232976550310,    0.201,   45.000, 4100,  32.335,   6.490,   1.803,  30.300,   6.081,   1.689, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:10:443, 190233248977363,    0.310,   33.000, 4100,  32.261,  10.011,   2.781,  30.103,   9.367,   2.602, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:10:554, 190233525696570,    0.421,   31.000, 4100,  36.026,  14.005,   3.890,  34.258,  13.165,   3.657, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:10:663, 190233798537363,    0.530,   15.000, 1300,  18.302,  16.005,   4.446,  16.400,  14.958,   4.155, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:10:772, 190234070520844,    0.639,   33.000, 2100,  23.452,  18.561,   5.156,  21.539,  17.305,   4.807, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:10:881, 190234342440638,    0.748,   45.000, 4100,  32.142,  22.062,   6.128,  29.758,  20.546,   5.707, 43,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:10:990, 190234612862475,    0.856,   50.000, 4100,  56.429,  28.176,   7.827,  54.119,  26.410,   7.336, 43,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:11:099, 190234886679834,    0.966,   52.000, 4100,  42.531,  32.842,   9.123,  40.222,  30.822,   8.562, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:11:209, 190235159442206,    1.075,   42.000, 3700,  34.264,  36.586,  10.163,  32.151,  34.336,   9.538, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:11:318, 190235432568298,    1.185,   42.000, 4100,  40.825,  41.053,  11.404,  38.728,  38.574,  10.715, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:11:427, 190235703334483,    1.293,   36.000, 4100,  25.477,  43.817,  12.171,  23.752,  41.150,  11.431, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:11:535, 190235974918962,    1.402,   31.000, 4100,  27.750,  46.837,  13.010,  25.716,  43.948,  12.208, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:11:644, 190236245107970,    1.510,   31.000, 4100,  26.249,  49.678,  13.799,  24.505,  46.601,  12.945, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:11:753, 190236517751968,    1.619,   29.000, 1900,  23.634,  52.260,  14.517,  21.516,  48.951,  13.598, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:11:862, 190236789926963,    1.728,   35.000, 2600,  31.916,  55.740,  15.483,  30.108,  52.234,  14.510, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:11:971, 190237061149126,    1.837,   45.000, 4100,  52.348,  61.428,  17.063,  49.861,  57.652,  16.015, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:12:097, 190237376088238,    1.963,   44.000, 4100,  30.079,  65.224,  18.118,  27.883,  61.171,  16.992, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:12:204, 190237643993309,    2.071,   42.000, 4100,  55.108,  71.138,  19.761,  52.973,  66.856,  18.571, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:12:313, 190237915843928,    2.180,   39.000, 4100,  33.573,  74.795,  20.776,  31.371,  70.273,  19.520, 43,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:12:422, 190238187486187,    2.288,   40.000, 4100,  49.681,  80.202,  22.278,  47.690,  75.463,  20.962, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:12:530, 190238456574758,    2.396,   27.000, 4100,  27.399,  83.156,  23.099,  27.164,  78.392,  21.775, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
