System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
23:33:56:529, 260057476683970,    0.112,   26.000, 3300,  28.086,   3.141,   0.872,  26.139,   2.923,   0.812, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:33:57:027, 260058721678248,    0.611,   32.000, 3300,  25.645,  15.932,   4.426,  23.685,  14.737,   4.094, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:33:57:465, 260059812306250,    1.048,   41.000, 3300,  39.116,  33.024,   9.173,  36.969,  30.891,   8.581, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:33:57:976, 260061089423955,    1.559,   65.000, 3300,  25.365,  46.002,  12.778,  23.441,  42.885,  11.912, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:33:58:147, 260061514757377,    1.730,   25.000, 3300,  22.980,  49.918,  13.866,  23.102,  46.821,  13.006, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:33:58:428, 260062216859460,    2.011,   61.000, 3300,  28.553,  57.950,  16.097,  25.208,  53.912,  14.976, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:33:58:606, 260062665103983,    2.191,   32.000, 3300,  25.643,  62.555,  17.376,  23.534,  58.138,  16.150, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:33:58:759, 260063045860537,    2.343,   32.000, 3300,  27.179,  66.701,  18.528,  25.246,  61.989,  17.219, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:33:58:886, 260063361209955,    2.469,   33.000, 3300,  23.531,  69.674,  19.354,  21.586,  64.717,  17.977, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:33:59:021, 260063699263018,    2.605,   36.000, 3300,  24.315,  72.967,  20.269,  22.296,  67.736,  18.816, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:33:59:202, 260064149610065,    2.785,   25.000, 3300,  28.015,  78.022,  21.673,  26.521,  72.521,  20.145, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:33:59:564, 260065052269315,    3.147,   67.000, 3300,  28.036,  88.161,  24.489,  25.677,  81.807,  22.724, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:33:59:807, 260065660565841,    3.391,   40.000, 3300,  22.701,  93.693,  26.026,  20.527,  86.810,  24.114, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:33:59:980, 260066092646974,    3.564,   40.000, 3300,  42.632, 101.073,  28.076,  40.431,  93.809,  26.058, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:00:164, 260066550041269,    3.747,   49.000, 3300,  39.968, 108.397,  30.110,  37.790, 100.734,  27.982, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:00:326, 260066956702131,    3.910,   40.000, 3300,  35.907, 114.248,  31.735,  33.649, 106.216,  29.505, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:00:614, 260067673676102,    4.197,   67.000, 3300,  52.563, 129.346,  35.930,  50.257, 120.653,  33.515, 43,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:00:869, 260068311002266,    4.452,   33.000, 3300,  27.999, 136.496,  37.915,  25.876, 127.260,  35.350, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:01:180, 260069085705340,    4.763,   48.000, 3300,  32.809, 146.679,  40.744,  30.643, 136.771,  37.992, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:01:320, 260069435555912,    4.903,   45.000, 3300,  36.090, 151.737,  42.149,  33.884, 141.520,  39.311, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:01:498, 260069882838174,    5.082,   36.000, 3300,  28.728, 156.885,  43.579,  26.598, 146.286,  40.635, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:01:540, 260069986429405,    5.124,   36.000, 3300,  29.765, 158.121,  43.922,  27.495, 147.427,  40.952, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 5.123743
Measured RDTSC Frequency (GHz) = 2.496

Cumulative Processor Energy_0 (Joules) = 158.120667
Cumulative Processor Energy_0 (mWh) = 43.922407
Average Processor Power_0 (Watt) = 30.860383

Cumulative IA Energy_0 (Joules) = 147.427490
Cumulative IA Energy_0 (mWh) = 40.952081
Average IA Power_0 (Watt) = 28.773398

Cumulative DRAM Energy_0 (Joules) = 0.000000
Cumulative DRAM Energy_0 (mWh) = 0.000000
Average DRAM Power_0 (Watt) = 0.000000
