System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
20:04:57:087, 190199920747597,    0.108,   33.000, 4100,  28.864,   3.124,   0.868,  27.001,   2.922,   0.812, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:57:213, 190200235357394,    0.234,   36.000, 4100,  28.589,   6.727,   1.869,  26.565,   6.270,   1.742, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:57:321, 190200504567926,    0.342,   41.000, 4100,  38.391,  10.868,   3.019,  36.222,  10.177,   2.827, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:57:431, 190200779067484,    0.452,   38.000, 4100,  48.026,  16.149,   4.486,  50.291,  15.708,   4.363, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:57:541, 190201053755776,    0.562,   40.000, 3300,  48.172,  21.451,   5.959,  41.609,  20.287,   5.635, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:57:651, 190201327947796,    0.672,   31.000, 4100,  42.297,  26.097,   7.249,  40.236,  24.707,   6.863, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:57:762, 190201605484258,    0.783,   30.000, 4100,  35.353,  30.028,   8.341,  33.213,  28.400,   7.889, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:57:887, 190201916282451,    0.908,   40.000, 4100,  37.625,  34.713,   9.643,  39.072,  33.265,   9.240, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:57:998, 190202193498996,    1.019,   31.000, 3700,  35.677,  38.676,  10.743,  29.613,  36.554,  10.154, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:58:108, 190202469213694,    1.129,   36.000, 4100,  49.100,  44.099,  12.250,  46.813,  41.725,  11.590, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:58:264, 190202857437983,    1.285,   37.000, 2300,  43.053,  50.796,  14.110,  41.313,  48.151,  13.375, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:58:373, 190203130570591,    1.394,   27.000, 4100,  29.728,  54.049,  15.014,  27.486,  51.159,  14.211, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:58:482, 190203402459837,    1.503,   53.000, 4100,  66.939,  61.341,  17.039,  64.761,  58.213,  16.170, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:58:591, 190203674324811,    1.612,   25.000, 4100,  36.320,  65.297,  18.138,  34.572,  61.979,  17.216, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:58:700, 190203946477168,    1.721,   13.000, 4100,  20.822,  67.567,  18.769,  19.001,  64.051,  17.792, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:58:808, 190204216543422,    1.829,   28.000, 4100,  36.265,  71.491,  19.859,  34.308,  67.763,  18.823, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:58:919, 190204492794126,    1.940,   24.000, 4100,  27.489,  74.533,  20.704,  28.116,  70.875,  19.687, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:59:028, 190204765273152,    2.049,   18.000, 4100,  31.292,  77.949,  21.653,  26.903,  73.811,  20.503, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:59:138, 190205039225414,    2.159,   17.000, 4100,  28.509,  81.078,  22.522,  26.735,  76.746,  21.318, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:59:246, 190205309263017,    2.267,   16.000, 4100,  21.661,  83.422,  23.173,  21.620,  79.085,  21.968, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:59:355, 190205579317570,    2.375,   27.000, 4100,  30.670,  86.740,  24.094,  26.839,  81.989,  22.775, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:59:464, 190205851549089,    2.484,   28.000, 4100,  34.253,  90.476,  25.132,  32.525,  85.536,  23.760, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:59:572, 190206122770354,    2.593,   20.000, 4100,  31.234,  93.870,  26.075,  29.303,  88.720,  24.644, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:59:682, 190206396051484,    2.702,   13.000, 4100,  25.451,  96.656,  26.849,  23.657,  91.310,  25.364, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:59:792, 190206670118973,    2.812,   31.000, 4100,  34.356, 100.429,  27.897,  32.366,  94.864,  26.351, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:59:900, 190206941393582,    2.921,   40.000, 4100,  39.541, 104.726,  29.091,  37.371,  98.926,  27.479, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:00:009, 190207212630426,    3.030,   29.000, 4100,  27.093, 107.671,  29.908,  25.278, 101.673,  28.242, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:00:118, 190207483883784,    3.138,   29.000, 2300,  22.378, 110.102,  30.584,  20.478, 103.898,  28.861, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:00:226, 190207753202175,    3.246,   21.000, 1700,  30.649, 113.409,  31.503,  28.841, 107.010,  29.725, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:00:334, 190208022827417,    3.354,   14.000, 4100,  20.165, 115.588,  32.108,  18.398, 108.998,  30.277, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:00:445, 190208299413725,    3.465,   14.000, 4100,  31.262, 119.052,  33.070,  29.522, 112.269,  31.186, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:00:554, 190208571459429,    3.574,   16.000, 4100,  22.708, 121.527,  33.757,  20.856, 114.542,  31.817, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:00:662, 190208842604130,    3.683,   29.000, 4100,  38.141, 125.670,  34.908,  36.164, 118.471,  32.909, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:00:773, 190209119243862,    3.794,   27.000, 4100,  27.086, 128.672,  35.742,  25.211, 121.265,  33.685, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:00:899, 190209433865890,    3.920,   29.000, 4100,  26.137, 131.967,  36.657,  24.058, 124.297,  34.527, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:01:009, 190209707417587,    4.029,   29.000, 4100,  33.303, 135.617,  37.671,  31.096, 127.705,  35.474, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:01:118, 190209979064701,    4.138,   30.000, 4100,  30.384, 138.924,  38.590,  28.420, 130.798,  36.333, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:01:227, 190210251204168,    4.247,   23.000, 4100,  37.320, 142.993,  39.720,  35.252, 134.642,  37.401, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:01:337, 190210525559862,    4.357,   18.000, 4100,  29.002, 146.181,  40.606,  27.361, 137.649,  38.236, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:01:446, 190210798880262,    4.466,   14.000, 4100,  21.126, 148.494,  41.248,  19.158, 139.747,  38.819, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:01:555, 190211071130725,    4.576,   15.000, 4100,  34.124, 152.216,  42.282,  32.491, 143.291,  39.803, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:01:664, 190211342950934,    4.684,   14.000, 4100,  20.386, 154.436,  42.899,  18.638, 145.321,  40.367, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:01:775, 190211620069694,    4.795,   27.000, 4100,  20.333, 156.694,  43.526,  21.184, 147.673,  41.020, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:01:884, 190211891353626,    4.904,   19.000, 4100,  27.088, 159.638,  44.344,  22.315, 150.098,  41.694, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:01:994, 190212165782928,    5.014,   16.000, 4100,  30.235, 162.962,  45.267,  28.394, 153.220,  42.561, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:01:996, 190212171176771,    5.016,   39.000, 3300,   0.000, 162.962,  45.267,   0.000, 153.220,  42.561, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 5.016244
Measured RDTSC Frequency (GHz) = 2.496

Cumulative Processor Energy_0 (Joules) = 162.961975
Cumulative Processor Energy_0 (mWh) = 45.267215
Average Processor Power_0 (Watt) = 32.486851

Cumulative IA Energy_0 (Joules) = 153.220215
Cumulative IA Energy_0 (mWh) = 42.561171
Average IA Power_0 (Watt) = 30.544808

Cumulative DRAM Energy_0 (Joules) = 0.000000
Cumulative DRAM Energy_0 (mWh) = 0.000000
Average DRAM Power_0 (Watt) = 0.000000
