System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
13:17:23:399, 6654097732170,    0.118,   45.000, 4100,  54.141,   6.410,   1.780,  51.884,   6.142,   1.706, 42,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:23:524, 6654410211364,    0.244,   43.000, 4100,  69.749,  15.142,   4.206,  67.387,  14.579,   4.050, 44,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:23:802, 6655103909970,    0.522,   68.000, 4100,  49.625,  28.933,   8.037,  47.358,  27.741,   7.706, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:23:974, 6655533511762,    0.694,   45.000, 4100,  49.824,  37.509,  10.419,  47.638,  35.940,   9.983, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:24:143, 6655956514346,    0.863,   46.000, 4100,  55.817,  46.969,  13.047,  53.598,  45.023,  12.507, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:24:268, 6656268003139,    0.988,   52.000, 4100,  47.656,  52.916,  14.699,  45.399,  50.689,  14.080, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:24:406, 6656612790631,    1.126,   50.000, 4100,  56.030,  60.656,  16.849,  53.649,  58.100,  16.139, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:24:561, 6656998934123,    1.281,   56.000, 4100,  53.236,  68.891,  19.137,  50.878,  65.971,  18.325, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:24:794, 6657579380416,    1.513,   77.000, 4100,  56.689,  82.074,  22.798,  54.255,  78.588,  21.830, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:24:918, 6657891138653,    1.638,   60.000, 4100,  62.109,  89.832,  24.953,  59.730,  86.049,  23.902, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:25:073, 6658275225627,    1.792,   53.000, 4100,  50.046,  97.533,  27.093,  47.845,  93.411,  25.948, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:25:225, 6658656462096,    1.945,   47.000, 4100,  48.173, 104.891,  29.136,  45.873, 100.418,  27.894, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:25:350, 6658966806550,    2.069,   40.000, 4100,  47.084, 110.745,  30.763,  44.915, 106.002,  29.445, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:25:488, 6659312212835,    2.208,   38.000, 4100,  40.088, 116.293,  32.304,  37.788, 111.232,  30.898, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:25:645, 6659705282038,    2.365,   60.000, 4100,  49.463, 124.082,  34.467,  47.170, 118.660,  32.961, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:25:769, 6660014685472,    2.489,   36.000, 4100,  48.101, 130.045,  36.124,  45.856, 124.344,  34.540, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:25:908, 6660361491366,    2.628,   40.000, 4100,  45.745, 136.401,  37.889,  43.609, 130.403,  36.223, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:26:017, 6660633273005,    2.737,   35.000, 3400,  29.488, 139.612,  38.781,  27.194, 133.364,  37.046, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:26:126, 6660904675052,    2.846,   41.000, 4100,  42.411, 144.223,  40.062,  40.100, 137.725,  38.257, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:26:248, 6661209377553,    2.968,   34.000, 4100,  35.553, 148.563,  41.268,  33.350, 141.796,  39.388, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:26:371, 6661517033724,    3.091,   35.000, 4100,  45.904, 154.222,  42.839,  44.454, 147.275,  40.910, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:26:495, 6661825060256,    3.214,   36.000, 4100,  44.422, 159.704,  44.362,  41.489, 152.395,  42.332, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:26:618, 6662133360418,    3.338,   38.000, 4100,  34.115, 163.917,  45.533,  31.917, 156.338,  43.427, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:26:743, 6662443927125,    3.462,   42.000, 4100,  42.646, 169.224,  47.007,  40.353, 161.359,  44.822, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:26:851, 6662714835451,    3.571,   26.000, 4100,  42.697, 173.858,  48.294,  44.400, 166.178,  46.161, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:26:959, 6662984693174,    3.679,   22.000, 4100,  35.816, 177.730,  49.369,  30.265, 169.450,  47.069, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:27:067, 6663254503572,    3.787,   22.000, 4100,  36.561, 181.682,  50.467,  37.734, 173.529,  48.202, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:27:176, 6663526423002,    3.896,   17.000, 4100,  35.964, 185.600,  51.556,  31.162, 176.924,  49.146, 34,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:27:286, 6663799849126,    4.005,   18.000, 4100,  33.215, 189.239,  52.566,  31.424, 180.366,  50.102, 34,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:27:394, 6664070646860,    4.114,   20.000, 4100,  24.700, 191.919,  53.311,  22.779, 182.838,  50.788, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:27:519, 6664381042524,    4.238,   24.000, 4100,  36.909, 196.509,  54.586,  34.915, 187.179,  51.994, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:27:628, 6664652778640,    4.347,   29.000, 4100,  48.132, 201.749,  56.041,  46.373, 192.228,  53.397, 33,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:27:737, 6664925515668,    4.456,   19.000, 4100,  32.928, 205.347,  57.041,  30.942, 195.609,  54.336, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:27:845, 6665195358892,    4.565,   36.000, 4100,  50.711, 210.829,  58.564,  48.520, 200.855,  55.793, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:27:952, 6665463295630,    4.672,   25.000, 4100,  40.290, 215.154,  59.765,  38.381, 204.975,  56.937, 34,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:28:060, 6665732160872,    4.780,   21.000, 4100,  43.541, 219.844,  61.068,  41.786, 209.476,  58.188, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:28:169, 6666003919519,    4.888,   24.000, 4100,  31.846, 223.311,  62.031,  29.904, 212.732,  59.092, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:28:277, 6666274318663,    4.997,   18.000, 4100,  38.435, 227.475,  63.188,  36.463, 216.682,  60.189, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:28:386, 6666544958960,    5.105,   19.000, 4100,  35.759, 231.353,  64.265,  33.924, 220.360,  61.211, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
13:17:28:388, 6666551408317,    5.108,   19.000, 3300, 191.027, 231.846,  64.402, 194.618, 220.863,  61.351, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 5.107841
Measured RDTSC Frequency (GHz) = 2.496

Cumulative Processor Energy_0 (Joules) = 231.846130
Cumulative Processor Energy_0 (mWh) = 64.401703
Average Processor Power_0 (Watt) = 45.390239

Cumulative IA Energy_0 (Joules) = 220.863037
Cumulative IA Energy_0 (mWh) = 61.350844
Average IA Power_0 (Watt) = 43.239997

Cumulative DRAM Energy_0 (Joules) = 0.000000
Cumulative DRAM Energy_0 (mWh) = 0.000000
Average DRAM Power_0 (Watt) = 0.000000
