System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
16:39:26:015, 197983184383735,    0.106,   80.000, 4100,  69.819,   7.425,   2.063,  77.069,   8.196,   2.277, 52,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:26:125, 197983457699572,    0.216,   82.000, 4100,  92.047,  17.504,   4.862,  80.628,  17.025,   4.729, 51,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:26:232, 197983723961291,    0.323,   83.000, 4100,  84.914,  26.563,   7.378,  85.939,  26.192,   7.276, 52,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:26:341, 197983998274900,    0.432,   91.000, 4100,  71.605,  34.432,   9.564,  65.964,  33.442,   9.289, 50,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:26:451, 197984272444489,    0.542,   95.000, 4100,  71.636,  42.301,  11.750,  68.679,  40.986,  11.385, 49,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:26:573, 197984577010376,    0.664,   82.000, 4100,  58.331,  49.418,  13.727,  55.722,  47.785,  13.274, 49,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:26:714, 197984927968338,    0.805,  103.000, 3300,  96.573,  62.997,  17.499,  93.951,  60.995,  16.943, 50,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:26:838, 197985236548197,    0.929,   97.000, 4100,  64.224,  70.937,  19.705,  61.528,  68.602,  19.056, 53,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:26:962, 197985547051438,    1.053,   97.000, 4100,  80.736,  80.981,  22.495,  77.997,  78.305,  21.751, 49,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:27:071, 197985821172408,    1.163,   88.000, 3300,  67.095,  88.350,  24.542,  69.678,  85.957,  23.877, 50,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:27:195, 197986127944236,    1.286,   95.000, 3300,  66.288,  96.497,  26.805,  59.359,  93.253,  25.904, 50,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:27:304, 197986399843320,    1.395,   51.000, 4100,  47.050, 101.622,  28.228,  46.173,  98.283,  27.301, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:27:412, 197986669654057,    1.503,   73.000, 3300,  66.467, 108.807,  30.224,  62.627, 105.053,  29.181, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:27:552, 197987021731521,    1.644,   96.000, 3300,  64.881, 117.959,  32.766,  62.559, 113.877,  31.632, 51,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:27:677, 197987331703907,    1.768,   94.000, 4100,  74.458, 127.206,  35.335,  71.940, 122.811,  34.114, 51,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:27:801, 197987640720603,    1.892,   85.000, 4100,  74.302, 136.405,  37.890,  72.005, 131.726,  36.590, 50,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:27:925, 197987951933033,    2.016,   93.000, 3300,  62.972, 144.256,  40.071,  60.203, 139.232,  38.676, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:28:064, 197988297910206,    2.155,  104.000, 3300,  65.081, 153.277,  42.577,  62.475, 147.892,  41.081, 51,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:28:187, 197988604153283,    2.278,   90.000, 4100,  68.615, 161.696,  44.916,  65.635, 155.945,  43.318, 50,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:28:310, 197988910998558,    2.401,   91.000, 4100,  62.698, 169.404,  47.057,  60.198, 163.345,  45.374, 49,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:28:434, 197989220769969,    2.525,   91.000, 3300,  65.221, 177.498,  49.305,  62.348, 171.083,  47.523, 50,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:28:556, 197989527728907,    2.648,  103.000, 4100,  51.727, 183.859,  51.072,  48.902, 177.097,  49.194, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
