System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
20:05:29:635, 190281141972480,    0.111,   17.000, 4100,  22.334,   2.485,   0.690,  20.674,   2.300,   0.639, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:29:743, 190281412187560,    0.220,   12.000, 4100,  23.354,   5.013,   1.392,  21.768,   4.656,   1.293, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:29:852, 190281684581816,    0.329,   10.000, 4100,  26.653,   7.922,   2.200,  24.778,   7.361,   2.045, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:29:962, 190281959523123,    0.439,   13.000, 4100,  23.183,  10.475,   2.910,  21.385,   9.716,   2.699, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:30:071, 190282229130311,    0.547,   22.000, 4100,  21.611,  12.810,   3.558,  19.938,  11.870,   3.297, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:30:195, 190282540522899,    0.672,   41.000, 4100,  47.738,  18.765,   5.213,  45.534,  17.550,   4.875, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:30:319, 190282849013860,    0.795,   24.000, 4100,  22.594,  21.558,   5.988,  20.769,  20.117,   5.588, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:30:428, 190283121087939,    0.904,   13.000, 4100,  24.280,  24.204,   6.723,  22.453,  22.565,   6.268, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:30:537, 190283393565686,    1.013,   13.000, 4100,  24.076,  26.833,   7.454,  22.290,  24.998,   6.944, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:05:30:646, 190283665937829,    1.122,   11.000, 4100,  19.196,  28.927,   8.035,  17.826,  26.943,   7.484, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
