System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
16:38:59:205, 197916264343252,    0.117,   29.000, 4100,  36.696,   4.293,   1.193,  34.773,   4.068,   1.130, 44,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:38:59:327, 197916569866364,    0.239,   24.000, 4100,  33.817,   8.432,   2.342,  34.819,   8.330,   2.314, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:38:59:435, 197916838829358,    0.347,   22.000, 4100,  36.300,  12.344,   3.429,  30.982,  11.669,   3.241, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:38:59:543, 197917108018159,    0.455,   15.000, 4100,  27.828,  15.345,   4.263,  28.719,  14.766,   4.102, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:38:59:650, 197917376578142,    0.563,   14.000, 4100,  31.340,  18.717,   5.199,  26.828,  17.652,   4.903, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:38:59:760, 197917650057407,    0.672,   12.000, 4100,  24.049,  21.352,   5.931,  22.475,  20.115,   5.587, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:38:59:868, 197917919253995,    0.780,   12.000, 4100,  24.670,  24.013,   6.670,  22.738,  22.567,   6.269, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:38:59:978, 197918194090545,    0.890,   19.000, 4100,  35.790,  27.954,   7.765,  33.850,  26.295,   7.304, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:00:086, 197918465460088,    0.999,   36.000, 4100,  42.626,  32.588,   9.052,  40.626,  30.711,   8.531, 43,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:00:212, 197918778168789,    1.124,   35.000, 4100,  39.410,  37.526,  10.424,  37.213,  35.374,   9.826, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:00:320, 197919047300048,    1.232,   26.000, 4100,  38.752,  41.704,  11.584,  36.917,  39.354,  10.932, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:00:429, 197919321016651,    1.342,   18.000, 4100,  24.662,  44.408,  12.336,  23.695,  41.953,  11.654, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:00:536, 197919587302623,    1.448,   16.000, 4100,  22.584,  46.818,  13.005,  19.960,  44.082,  12.245, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:00:645, 197919858871871,    1.557,   16.000, 4100,  26.558,  49.707,  13.808,  24.765,  46.777,  12.994, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:00:754, 197920131064876,    1.666,   22.000, 4100,  30.579,  53.042,  14.734,  28.732,  49.910,  13.864, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:00:877, 197920438546671,    1.789,   25.000, 2700,  25.903,  56.233,  15.620,  23.907,  52.855,  14.682, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:01:002, 197920750737734,    1.914,   28.000, 4100,  32.177,  60.258,  16.738,  30.370,  56.654,  15.737, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:01:127, 197921063487123,    2.040,   74.000, 4100,  49.277,  66.432,  18.453,  49.119,  62.808,  17.447, 43,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:01:250, 197921369908246,    2.162,   90.000, 4100,  41.607,  71.540,  19.872,  36.890,  67.337,  18.705, 44,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:01:358, 197921640535276,    2.271,   87.000, 4100,  63.412,  78.415,  21.782,  60.718,  73.920,  20.533, 45,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:01:466, 197921910056683,    2.379,   87.000, 4100,  77.273,  86.759,  24.100,  74.562,  81.971,  22.770, 45,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:01:635, 197922330259228,    2.547,   93.000, 4100,  73.293,  99.098,  27.527,  70.475,  93.836,  26.066, 47,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:01:743, 197922601583273,    2.656,   85.000, 3300,  82.728, 108.091,  30.025,  80.454, 102.582,  28.495, 47,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:01:850, 197922868305265,    2.763,   86.000, 4100,  81.548, 116.805,  32.446,  78.479, 110.968,  30.824, 46,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:01:975, 197923179078712,    2.887,   80.000, 4100,  76.555, 126.337,  35.094,  74.487, 120.242,  33.401, 47,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:02:083, 197923447872322,    2.995,   30.000, 4100,  29.877, 129.554,  35.987,  28.022, 123.260,  34.239, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:02:207, 197923759114517,    3.120,   35.000, 4100,  45.029, 135.169,  37.547,  43.499, 128.684,  35.746, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:02:346, 197924104145992,    3.258,   34.000, 4100,  24.638, 138.575,  38.493,  21.999, 131.725,  36.590, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:02:469, 197924412410654,    3.381,   31.000, 4100,  35.570, 142.968,  39.713,  33.436, 135.854,  37.737, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:02:578, 197924683889345,    3.490,   31.000, 4100,  32.712, 146.526,  40.702,  30.538, 139.176,  38.660, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:02:685, 197924950907033,    3.597,   26.000, 2500,  35.311, 150.304,  41.751,  33.134, 142.720,  39.645, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:02:841, 197925340214787,    3.753,   42.000, 3400,  47.734, 157.749,  43.819,  45.616, 149.835,  41.621, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:02:965, 197925649342448,    3.877,   33.000, 4100,  38.266, 162.488,  45.136,  36.023, 154.297,  42.860, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:03:073, 197925921517080,    3.986,   30.000, 4100,  34.680, 166.270,  46.186,  32.531, 157.844,  43.846, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:03:196, 197926228026976,    4.109,   30.000, 2000,  21.784, 168.945,  46.929,  19.627, 160.254,  44.515, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:03:320, 197926536955840,    4.233,   28.000, 4100,  31.019, 172.784,  47.996,  29.032, 163.848,  45.513, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:03:445, 197926847799108,    4.357,   31.000, 4100,  33.161, 176.914,  49.143,  30.885, 167.694,  46.582, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:03:552, 197927115925387,    4.465,   22.000, 4100,  43.145, 181.548,  50.430,  40.915, 172.089,  47.802, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:03:737, 197927576585702,    4.649,   44.000, 4100,  39.968, 188.925,  52.479,  37.872, 179.079,  49.744, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:03:844, 197927845211956,    4.757,   31.000, 4100,  40.660, 193.301,  53.695,  38.438, 183.215,  50.893, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:03:953, 197928117399906,    4.866,   32.000, 4100,  41.010, 197.773,  54.937,  38.725, 187.438,  52.066, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:04:077, 197928426398246,    4.990,   38.000, 4100,  33.607, 201.933,  56.093,  31.384, 191.324,  53.145, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:04:184, 197928693244689,    5.097,   23.000, 4100,  35.721, 205.752,  57.153,  37.554, 195.338,  54.261, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:04:186, 197928698582059,    5.099,   22.000, 3300, 187.213, 206.153,  57.265,   0.000, 195.338,  54.261, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 5.098655
Measured RDTSC Frequency (GHz) = 2.496

Cumulative Processor Energy_0 (Joules) = 206.152527
Cumulative Processor Energy_0 (mWh) = 57.264591
Average Processor Power_0 (Watt) = 40.432730

Cumulative IA Energy_0 (Joules) = 195.338440
