System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
16:39:12:815, 197950236513644,    0.111,   28.000, 4100,  40.761,   4.530,   1.258,  42.758,   4.752,   1.320, 42,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:12:971, 197950626320716,    0.267,   45.000, 4100,  39.756,  10.739,   2.983,  34.645,  10.163,   2.823, 43,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:13:111, 197950973512581,    0.406,   39.000, 4100,  34.164,  15.491,   4.303,  35.048,  15.038,   4.177, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:13:235, 197951283251090,    0.531,   37.000, 4100,  49.903,  21.684,   6.023,  44.259,  20.530,   5.703, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:13:343, 197951554992532,    0.639,   32.000, 4100,  39.532,  25.987,   7.219,  37.369,  24.598,   6.833, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:13:466, 197951859696729,    0.761,   38.000, 4100,  45.505,  31.543,   8.762,  43.088,  29.859,   8.294, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:13:575, 197952132712061,    0.871,   25.000, 4100,  23.753,  34.141,   9.484,  22.592,  32.330,   8.980, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:13:684, 197952404681480,    0.980,   12.000, 4100,  20.513,  36.376,  10.104,  18.339,  34.328,   9.536, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:13:794, 197952678998625,    1.090,   11.000, 4100,  23.694,  38.980,  10.828,  21.900,  36.735,  10.204, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:13:904, 197952952876973,    1.199,   12.000, 4100,  26.044,  41.838,  11.622,  24.416,  39.414,  10.948, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:14:013, 197953225383644,    1.309,   24.000, 4100,  35.671,  45.732,  12.703,  33.626,  43.085,  11.968, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:14:138, 197953537483642,    1.434,   70.000, 4100,  43.511,  51.173,  14.215,  41.249,  48.243,  13.401, 44,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:14:262, 197953848215486,    1.558,   96.000, 4100,  63.847,  59.121,  16.423,  61.045,  55.843,  15.512, 45,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:14:385, 197954155016339,    1.681,   87.000, 3300,  80.072,  68.963,  19.156,  77.457,  65.363,  18.156, 45,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:14:494, 197954425720746,    1.790,   84.000, 4100,  75.073,  77.105,  21.418,  72.323,  73.207,  20.335, 46,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:14:602, 197954696766471,    1.898,   89.000, 4100,  67.817,  84.470,  23.464,  65.253,  80.293,  22.304, 45,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:14:711, 197954967467683,    2.007,   92.000, 4100,  76.446,  92.761,  25.767,  73.557,  88.271,  24.520, 47,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:14:834, 197955276131841,    2.130,   97.000, 4100,  67.319, 101.086,  28.079,  64.763,  96.279,  26.744, 47,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:14:945, 197955553644405,    2.241,   94.000, 4100,  66.944, 108.529,  30.147,  64.586, 103.460,  28.739, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:15:054, 197955823590975,    2.350,   62.000, 4100,  53.627, 114.328,  31.758,  51.691, 109.051,  30.292, 44,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:15:178, 197956133463676,    2.474,   50.000, 4100,  48.681, 120.372,  33.437,  46.405, 114.812,  31.892, 44,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:15:333, 197956519779109,    2.628,   44.000, 4100,  46.261, 127.532,  35.426,  44.213, 121.655,  33.793, 43,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:15:442, 197956792518789,    2.738,   54.000, 4100,  48.133, 132.792,  36.887,  46.024, 126.684,  35.190, 45,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:15:549, 197957060520579,    2.845,   76.000, 4100,  56.365, 138.844,  38.568,  53.994, 132.482,  36.800, 49,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:15:690, 197957411932314,    2.986,  103.000, 4100,  64.921, 147.984,  41.107,  62.529, 141.285,  39.246, 50,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:15:814, 197957721623899,    3.110,   99.000, 4100,  94.992, 159.770,  44.381,  92.647, 152.780,  42.439, 50,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:15:921, 197957989657027,    3.217,   87.000, 3300,  74.673, 167.789,  46.608,  72.378, 160.552,  44.598, 49,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:16:078, 197958379153406,    3.373,   95.000, 4100,  59.200, 177.027,  49.174,  56.817, 169.419,  47.061, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:16:201, 197958688463700,    3.497,   31.000, 4100,  35.693, 181.450,  50.403,  33.939, 173.624,  48.229, 43,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:16:324, 197958995160532,    3.620,   89.000, 4100,  47.412, 187.276,  52.021,  44.937, 179.146,  49.763, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:16:447, 197959300990776,    3.743,   94.000, 4100,  73.184, 196.243,  54.512,  70.568, 187.793,  52.165, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:16:572, 197959612340286,    3.867,   87.000, 3300,  87.702, 207.183,  57.551,  85.408, 198.446,  55.124, 50,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:16:694, 197959916960100,    3.990,   96.000, 4100,  91.953, 218.405,  60.668,  89.395, 209.357,  58.155, 50,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:16:802, 197960187989850,    4.098,   91.000, 4100,  68.146, 225.805,  62.724,  65.576, 216.477,  60.133, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:16:925, 197960495314811,    4.221,   92.000, 4100,  66.543, 233.998,  64.999,  64.043, 224.363,  62.323, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:17:066, 197960846155633,    4.362,   95.000, 3300,  52.789, 241.418,  67.061,  50.026, 231.394,  64.276, 49,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:17:189, 197961153454821,    4.485,   93.000, 4100,  54.974, 248.186,  68.941,  52.085, 237.807,  66.057, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:17:312, 197961461508981,    4.608,  103.000, 4100,  72.282, 257.107,  71.419,  69.704, 246.410,  68.447, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:17:421, 197961733198968,    4.717,   91.000, 4100,  65.890, 264.279,  73.411,  63.135, 253.282,  70.356, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:17:527, 197961997567231,    4.823,   91.000, 4100,  68.816, 271.568,  75.436,  66.155, 260.289,  72.302, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:17:637, 197962271737290,    4.933,   92.000, 4100,  60.197, 278.180,  77.272,  57.387, 266.592,  74.053, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:17:760, 197962578014952,    5.056,   68.000, 4100,  34.634, 282.430,  78.453,  34.628, 270.841,  75.234, 49,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
16:39:17:799, 197962679358497,    5.096,   27.000, 3300,  52.135, 284.547,  79.041,  44.646, 272.654,  75.737, 48,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 5.096252
Measured RDTSC Frequency (GHz) = 2.496

Cumulative Processor Energy_0 (Joules) = 284.546997
Cumulative Processor Energy_0 (mWh) = 79.040833
Average Processor Power_0 (Watt) = 55.834562

Cumulative IA Energy_0 (Joules) = 272.654236
Cumulative IA Energy_0 (mWh) = 75.737288
Average IA Power_0 (Watt) = 53.500933

Cumulative DRAM Energy_0 (Joules) = 0.000000
Cumulative DRAM Energy_0 (mWh) = 0.000000
Average DRAM Power_0 (Watt) = 0.000000
