System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
23:34:31:272, 260144196210012,    0.113,   26.000, 3300,  27.576,   3.124,   0.868,  25.702,   2.911,   0.809, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:31:589, 260144987759227,    0.430,   36.000, 3300,  30.118,  12.675,   3.521,  28.164,  11.843,   3.290, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:31:876, 260145703629408,    0.717,   28.000, 3300,  24.072,  19.579,   5.439,  22.063,  18.171,   5.047, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:32:478, 260147205469278,    1.319,   67.000, 3300,  34.032,  40.056,  11.127,  31.919,  37.376,  10.382, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:32:739, 260147855826074,    1.579,   50.000, 3300,  24.776,  46.512,  12.920,  23.346,  43.460,  12.072, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:32:882, 260148213785374,    1.723,   47.000, 3300,  48.539,  53.473,  14.854,  46.922,  50.189,  13.941, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:33:020, 260148559304151,    1.861,   53.000, 3300,  57.640,  61.452,  17.070,  53.451,  57.588,  15.997, 42,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:33:179, 260148955320285,    2.020,   46.000, 3300,  36.833,  67.296,  18.693,  34.799,  63.109,  17.530, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:33:342, 260149360836928,    2.182,   51.000, 3300,  44.185,  74.475,  20.687,  41.843,  69.907,  19.419, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:33:479, 260149702719862,    2.319,   35.000, 3300,  40.912,  80.078,  22.244,  38.709,  75.209,  20.892, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:33:725, 260150318285112,    2.566,   53.000, 3300,  36.906,  89.180,  24.772,  34.758,  83.782,  23.273, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:33:847, 260150624233118,    2.689,   35.000, 3300,  23.001,  91.999,  25.555,  21.127,  86.371,  23.992, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:33:974, 260150937355299,    2.814,   28.000, 3300,  17.416,  94.184,  26.162,  15.540,  88.321,  24.534, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:34:094, 260151239066998,    2.935,   29.000, 3300,  21.911,  96.833,  26.898,  20.071,  90.747,  25.207, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
23:34:34:217, 260151546262157,    3.058,   34.000, 3300,  23.207,  99.689,  27.691,  21.100,  93.344,  25.929, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
