System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
20:16:53:612, 230549836411966,    0.125,   27.000, 3300,  49.071,   6.146,   1.707,  42.183,   5.283,   1.467, 43,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:16:53:845, 230550418364830,    0.358,   46.000, 4100,  47.534,  17.228,   4.786,  45.583,  15.911,   4.420, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:16:53:953, 230550687904191,    0.466,   38.000, 4100,  37.013,  21.225,   5.896,  34.995,  19.690,   5.469, 40,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:16:54:077, 230550997904994,    0.591,   23.000, 4100,  33.132,  25.340,   7.039,  31.305,  23.578,   6.549, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:16:54:186, 230551269247694,    0.699,   32.000, 4100,  40.832,  29.779,   8.272,  38.628,  27.777,   7.716, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:16:54:311, 230551581496871,    0.824,   22.000, 4100,  31.153,  33.676,   9.355,  29.925,  31.521,   8.756, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:16:54:420, 230551853735557,    0.933,   38.000, 4100,  31.300,  37.090,  10.303,  28.566,  34.637,   9.621, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:16:54:544, 230552162669576,    1.057,   24.000, 4100,  33.020,  41.177,  11.438,  31.248,  38.504,  10.696, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:16:54:652, 230552431395503,    1.165,   20.000, 4100,  34.367,  44.877,  12.466,  32.458,  41.999,  11.666, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:16:54:776, 230552742357777,    1.289,   28.000, 4100,  34.815,  49.215,  13.671,  32.908,  46.099,  12.805, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:16:54:885, 230553013525895,    1.398,   18.000, 4100,  28.363,  52.296,  14.527,  26.654,  48.994,  13.610, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:16:55:008, 230553321132235,    1.521,   20.000, 4100,  28.698,  55.833,  15.509,  28.948,  52.562,  14.600, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:16:55:116, 230553590385724,    1.629,   22.000, 4100,  35.145,  59.624,  16.562,  30.886,  55.894,  15.526, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:16:55:255, 230553937842769,    1.768,   50.000, 4100,  54.183,  67.167,  18.657,  51.942,  63.124,  17.535, 41,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:16:55:428, 230554367295590,    1.940,   52.000, 4100,  33.186,  72.876,  20.243,  30.877,  68.437,  19.010, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
