System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
20:04:33:265, 190140476103976,    0.115,   25.000, 4100,  28.105,   3.232,   0.898,  26.333,   3.028,   0.841, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:33:375, 190140752203353,    0.226,   16.000, 2800,  24.379,   5.929,   1.647,  22.583,   5.526,   1.535, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:33:484, 190141022274471,    0.334,   16.000, 2800,  25.066,   8.641,   2.400,  23.371,   8.055,   2.238, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:33:594, 190141296956164,    0.444,   16.000, 4100,  24.991,  11.391,   3.164,  23.258,  10.615,   2.949, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:33:705, 190141573328219,    0.555,   17.000, 4100,  16.829,  13.255,   3.682,  17.169,  12.516,   3.477, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:33:816, 190141850218148,    0.666,   30.000, 4100,  28.942,  16.465,   4.574,  24.605,  15.245,   4.235, 38,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:33:926, 190142126541497,    0.776,   38.000, 4100,  46.038,  21.562,   5.989,  44.264,  20.146,   5.596, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:34:035, 190142398851931,    0.885,   26.000, 4100,  24.269,  24.210,   6.725,  22.253,  22.573,   6.270, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:34:146, 190142674114961,    0.996,   25.000, 2700,  26.423,  27.124,   7.534,  24.604,  25.287,   7.024, 36,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:34:258, 190142954818818,    1.108,   30.000, 3300,  36.049,  31.178,   8.660,  34.140,  29.126,   8.091, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:34:370, 190143234580088,    1.220,   29.000, 2900,  23.658,  33.829,   9.397,  21.767,  31.566,   8.768, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:34:479, 190143506504389,    1.329,   28.000, 3300,  19.551,  35.959,   9.989,  17.586,  33.482,   9.300, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:34:588, 190143778664505,    1.438,   26.000, 4100,  24.410,  38.621,  10.728,  22.485,  35.934,   9.982, 35,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:34:698, 190144052615257,    1.548,   30.000, 4100,  41.623,  43.189,  11.997,  39.728,  40.294,  11.193, 37,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
20:04:34:809, 190144330001192,    1.659,   34.000, 1900,  34.828,  47.060,  13.072,  32.583,  43.915,  12.199, 39,  0,   0.000,   0.000,   0.000,  65.000, 219.000,   0.000,   0.000,   0.000
